CLNDR_DT,Revenue,CLNDR_DT_MONTHSEQ,Auth_Date,Auth_Date_MonthSeq,Category,project
31-03-2020,1647.999536,135,31-03-2020,135,Area3,Project14407
30-04-2020,6942.345791,136,31-03-2020,135,Area3,Project14407
31-05-2020,6501,137,31-03-2020,135,Area3,Project14407
30-06-2020,9584.531714,138,31-03-2020,135,Area3,Project14407
31-07-2020,9541,139,31-03-2020,135,Area3,Project14407
31-08-2020,4371,140,31-03-2020,135,Area3,Project14407
30-09-2020,1207.235338,141,31-03-2020,135,Area3,Project14407
31-10-2020,3834.427781,142,31-03-2020,135,Area3,Project14407
30-11-2020,3953.715496,143,31-03-2020,135,Area3,Project14407
31-12-2020,7654.798761,144,31-03-2020,135,Area3,Project14407
31-01-2021,11197.32517,145,31-03-2020,135,Area3,Project14407
28-02-2021,3791.818187,146,31-03-2020,135,Area3,Project14407
30-04-2021,0,148,30-04-2021,148,Area3,Project14404
31-05-2021,6075.67,149,30-04-2021,148,Area3,Project14404
30-06-2021,14759.20415,150,30-04-2021,148,Area3,Project14404
31-07-2021,26638.98704,151,30-04-2021,148,Area3,Project14404
31-08-2021,20429.21804,152,30-04-2021,148,Area3,Project14404
30-09-2021,12336.63637,153,30-04-2021,148,Area3,Project14404
31-10-2021,7737.071005,154,30-04-2021,148,Area3,Project14404
30-11-2021,6749.638977,155,30-04-2021,148,Area3,Project14404
31-12-2021,3660.704934,156,30-04-2021,148,Area3,Project14404
31-01-2022,9807.205065,157,30-04-2021,148,Area3,Project14404
28-02-2022,3576.148775,158,30-04-2021,148,Area3,Project14404
31-03-2022,3793.828225,159,30-04-2021,148,Area3,Project14404
31-05-2021,0,149,31-05-2021,149,Area3,Project5139
30-06-2021,399047.99,150,31-05-2021,149,Area3,Project5139
31-07-2021,-65261.78869,151,31-05-2021,149,Area3,Project5139
31-08-2021,92149.44708,152,31-05-2021,149,Area3,Project5139
30-09-2021,80102.88058,153,31-05-2021,149,Area3,Project5139
31-10-2021,77664.99856,154,31-05-2021,149,Area3,Project5139
30-11-2021,79235.59677,155,31-05-2021,149,Area3,Project5139
31-12-2021,78310.08591,156,31-05-2021,149,Area3,Project5139
31-01-2022,65673.5466,157,31-05-2021,149,Area3,Project5139
28-02-2022,67118.77998,158,31-05-2021,149,Area3,Project5139
31-03-2022,94561.15578,159,31-05-2021,149,Area3,Project5139
30-04-2022,118709.8144,160,31-05-2021,149,Area3,Project5139
31-01-2018,257681,109,31-12-2017,108,Area3,Project11977
28-02-2018,376649.4,110,31-12-2017,108,Area3,Project11977
31-03-2018,354722.43,111,31-12-2017,108,Area3,Project11977
30-04-2018,497436.73,112,31-12-2017,108,Area3,Project11977
31-05-2018,573788.73,113,31-12-2017,108,Area3,Project11977
30-06-2018,479621.5,114,31-12-2017,108,Area3,Project11977
31-07-2018,248939.85,115,31-12-2017,108,Area3,Project11977
31-08-2018,276024.08,116,31-12-2017,108,Area3,Project11977
30-09-2018,363608.48,117,31-12-2017,108,Area3,Project11977
31-10-2018,63000.11,118,31-12-2017,108,Area3,Project11977
30-11-2018,-333677.39,119,31-12-2017,108,Area3,Project11977
30-09-2018,0,117,30-09-2018,117,Area3,Project11968
31-10-2018,154532.33,118,30-09-2018,117,Area3,Project11968
30-11-2018,578768.8718,119,30-09-2018,117,Area3,Project11968
31-12-2018,291454.74,120,30-09-2018,117,Area3,Project11968
31-01-2019,397337.0843,121,30-09-2018,117,Area3,Project11968
28-02-2019,395495.9243,122,30-09-2018,117,Area3,Project11968
31-03-2019,403775.7697,123,30-09-2018,117,Area3,Project11968
30-04-2019,427018.4913,124,30-09-2018,117,Area3,Project11968
31-05-2019,437449.9468,125,30-09-2018,117,Area3,Project11968
30-06-2019,408842.2923,126,30-09-2018,117,Area3,Project11968
31-07-2019,423313.0552,127,30-09-2018,117,Area3,Project11968
31-08-2019,412654.3293,128,30-09-2018,117,Area3,Project11968
30-11-2021,0,155,30-11-2021,155,Area3,Project11962
31-12-2021,0,156,30-11-2021,155,Area3,Project11962
31-01-2022,340300.48,157,30-11-2021,155,Area3,Project11962
28-02-2022,614859.07,158,30-11-2021,155,Area3,Project11962
31-03-2022,301826.151,159,30-11-2021,155,Area3,Project11962
30-04-2022,290511.5521,160,30-11-2021,155,Area3,Project11962
31-05-2022,302514.7217,161,30-11-2021,155,Area3,Project11962
30-06-2022,235723.2886,162,30-11-2021,155,Area3,Project11962
31-07-2022,175663.2317,163,30-11-2021,155,Area3,Project11962
31-08-2022,223693.3085,164,30-11-2021,155,Area3,Project11962
30-09-2022,218107.2661,165,30-11-2021,155,Area3,Project11962
31-10-2022,224371.4138,166,30-11-2021,155,Area3,Project11962
31-01-2018,14760,109,31-12-2017,108,Area3,Project13424
28-02-2018,10275.3,110,31-12-2017,108,Area3,Project13424
31-03-2018,10744.08,111,31-12-2017,108,Area3,Project13424
30-04-2018,9740.79,112,31-12-2017,108,Area3,Project13424
31-05-2018,16666.69,113,31-12-2017,108,Area3,Project13424
30-06-2018,10278.1,114,31-12-2017,108,Area3,Project13424
31-07-2018,14776.87,115,31-12-2017,108,Area3,Project13424
31-08-2018,12799.64,116,31-12-2017,108,Area3,Project13424
30-09-2018,6912.42,117,31-12-2017,108,Area3,Project13424
31-10-2018,9914.88,118,31-12-2017,108,Area3,Project13424
30-11-2018,8880.48,119,31-12-2017,108,Area3,Project13424
30-09-2021,0,153,30-09-2021,153,Area3,Project13429
31-10-2021,386.5,154,30-09-2021,153,Area3,Project13429
30-11-2021,50.36,155,30-09-2021,153,Area3,Project13429
31-12-2021,-220.697897,156,30-09-2021,153,Area3,Project13429
31-01-2022,820.6244376,157,30-09-2021,153,Area3,Project13429
28-02-2022,727.9062863,158,30-09-2021,153,Area3,Project13429
31-03-2022,553.1176615,159,30-09-2021,153,Area3,Project13429
30-04-2022,555.1845673,160,30-09-2021,153,Area3,Project13429
31-05-2022,-948.2416461,161,30-09-2021,153,Area3,Project13429
30-06-2022,-1070.978143,162,30-09-2021,153,Area3,Project13429
31-07-2022,-19.31591623,163,30-09-2021,153,Area3,Project13429
31-08-2022,18.36,164,30-09-2021,153,Area3,Project13429
28-02-2018,0.37,110,31-05-2017,101,Area2,Project2425
31-03-2018,-0.34,111,31-05-2017,101,Area2,Project2425
31-01-2018,6402,109,31-03-2017,99,Area2,Project8214
28-02-2018,6581,110,31-03-2017,99,Area2,Project8214
31-01-2018,2092,109,31-12-2017,108,Area2,Project8261
31-10-2021,0,154,31-10-2021,154,Area2,Project6354
31-10-2021,0,154,31-10-2021,154,Area6,Project12175
31-03-2020,693677,135,31-03-2020,135,Area1,Project9324
31-10-2021,0,154,31-10-2021,154,Area2,Project12014
31-10-2021,0,154,31-10-2021,154,Area1,Project94
31-10-2021,0,154,31-10-2021,154,Area2,Project11498
31-10-2021,0,154,31-10-2021,154,Area2,Project12989
31-07-2021,0,151,31-07-2021,151,Area3,Project13425
31-08-2021,0,152,31-07-2021,151,Area3,Project13425
30-09-2021,0,153,31-07-2021,151,Area3,Project13425
31-10-2021,0,154,31-07-2021,151,Area3,Project13425
30-11-2021,0,155,31-07-2021,151,Area3,Project13425
31-12-2021,0,156,31-07-2021,151,Area3,Project13425
31-01-2022,0,157,31-07-2021,151,Area3,Project13425
28-02-2022,0,158,31-07-2021,151,Area3,Project13425
31-03-2022,0,159,31-07-2021,151,Area3,Project13425
30-04-2022,0,160,31-07-2021,151,Area3,Project13425
31-05-2022,0,161,31-07-2021,151,Area3,Project13425
30-06-2022,0,162,31-07-2021,151,Area3,Project13425
31-01-2018,0,109,31-12-2017,108,Area2,Project10498
28-02-2018,0,110,31-12-2017,108,Area2,Project10498
31-03-2018,0,111,31-12-2017,108,Area2,Project10498
30-04-2018,0,112,31-12-2017,108,Area2,Project10498
31-05-2018,0,113,31-12-2017,108,Area2,Project10498
30-06-2018,0,114,31-12-2017,108,Area2,Project10498
31-07-2018,0,115,31-12-2017,108,Area2,Project10498
31-08-2018,0,116,31-12-2017,108,Area2,Project10498
31-10-2021,0,154,31-10-2021,154,Area1,Project14113
31-03-2020,1438,135,31-03-2020,135,Area4,Project9736
31-10-2021,0,154,31-10-2021,154,Area2,Project6623
31-08-2019,11419,128,31-08-2019,128,Area1,Project8658
30-09-2019,5773.849021,129,31-08-2019,128,Area1,Project8658
31-10-2019,1534.191804,130,31-08-2019,128,Area1,Project8658
30-11-2019,0,131,31-08-2019,128,Area1,Project8658
31-12-2019,0,132,31-08-2019,128,Area1,Project8658
30-09-2018,1661,117,30-09-2018,117,Area2,Project490
31-10-2018,1078.466317,118,30-09-2018,117,Area2,Project490
31-12-2018,570.6749391,120,30-09-2018,117,Area2,Project490
31-01-2019,-273.8051783,121,30-09-2018,117,Area2,Project490
28-02-2019,0.41,122,30-09-2018,117,Area2,Project490
31-03-2019,652.6019699,123,30-09-2018,117,Area2,Project490
30-04-2019,662.8631019,124,30-09-2018,117,Area2,Project490
30-06-2019,2076.795268,126,30-09-2018,117,Area2,Project490
31-07-2019,686.3804981,127,30-09-2018,117,Area2,Project490
31-08-2019,3024.267954,128,30-09-2018,117,Area2,Project490
31-07-2023,250825.8102,175,28-02-2023,170,Area2,Project12538
31-08-2023,233590.4716,176,28-02-2023,170,Area2,Project12538
30-09-2023,180339.5901,177,28-02-2023,170,Area2,Project12538
31-10-2023,181947.8701,178,28-02-2023,170,Area2,Project12538
30-11-2023,135352.9152,179,28-02-2023,170,Area2,Project12538
31-12-2023,150434.7045,180,28-02-2023,170,Area2,Project12538
31-01-2024,185170.9169,181,28-02-2023,170,Area2,Project12538
31-01-2021,54630.70404,145,30-06-2020,138,Area1,Project12579
28-02-2021,55693.3645,146,30-06-2020,138,Area1,Project12579
31-03-2021,63669.21688,147,30-06-2020,138,Area1,Project12579
30-04-2021,85124.08331,148,30-06-2020,138,Area1,Project12579
31-05-2021,93203.05845,149,30-06-2020,138,Area1,Project12579
30-06-2020,0,138,30-06-2020,138,Area1,Project7321
31-07-2020,0,139,30-06-2020,138,Area1,Project7321
31-08-2020,0,140,30-06-2020,138,Area1,Project7321
30-09-2020,0,141,30-06-2020,138,Area1,Project7321
31-10-2020,0,142,30-06-2020,138,Area1,Project7321
30-11-2020,0,143,30-06-2020,138,Area1,Project7321
31-12-2020,0,144,30-06-2020,138,Area1,Project7321
30-06-2020,229,138,30-06-2020,138,Area3,Project2611
31-07-2020,-0.2,139,30-06-2020,138,Area3,Project2611
30-06-2020,0,138,30-06-2020,138,Area5,Project11271
31-07-2020,0,139,30-06-2020,138,Area5,Project11271
31-08-2020,0,140,30-06-2020,138,Area5,Project11271
30-09-2020,0,141,30-06-2020,138,Area5,Project11271
31-10-2020,0,142,30-06-2020,138,Area5,Project11271
30-11-2020,0,143,30-06-2020,138,Area5,Project11271
31-12-2020,0,144,30-06-2020,138,Area5,Project11271
31-01-2021,0,145,30-06-2020,138,Area5,Project11271
28-02-2021,0,146,30-06-2020,138,Area5,Project11271
31-03-2021,0,147,30-06-2020,138,Area5,Project11271
30-04-2021,0,148,30-06-2020,138,Area5,Project11271
31-05-2021,0,149,30-06-2020,138,Area5,Project11271
30-06-2020,1157,138,30-06-2020,138,Area2,Project3472
31-07-2020,4819,139,30-06-2020,138,Area2,Project3472
31-08-2020,9730,140,30-06-2020,138,Area2,Project3472
30-09-2020,10819,141,30-06-2020,138,Area2,Project3472
30-09-2020,0,141,30-09-2020,141,Area1,Project11234
31-10-2020,0,142,30-09-2020,141,Area1,Project11234
30-11-2020,0,143,30-09-2020,141,Area1,Project11234
31-12-2020,1770.985726,144,30-09-2020,141,Area1,Project11234
31-01-2021,19.43161436,145,30-09-2020,141,Area1,Project11234
28-02-2021,6385.217707,146,30-09-2020,141,Area1,Project11234
31-03-2021,-1221.870632,147,30-09-2020,141,Area1,Project11234
30-04-2021,321.0682539,148,30-09-2020,141,Area1,Project11234
31-05-2021,7.680800516,149,30-09-2020,141,Area1,Project11234
30-06-2021,-7.87752292,150,30-09-2020,141,Area1,Project11234
31-05-2022,1496,161,31-05-2022,161,Area4,Project6391
30-06-2022,54309,162,31-05-2022,161,Area4,Project6391
31-07-2022,8270,163,31-05-2022,161,Area4,Project6391
31-08-2022,2140,164,31-05-2022,161,Area4,Project6391
30-09-2022,14320,165,31-05-2022,161,Area4,Project6391
31-10-2022,17980,166,31-05-2022,161,Area4,Project6391
30-11-2022,5236,167,31-05-2022,161,Area4,Project6391
31-12-2022,-2301,168,31-05-2022,161,Area4,Project6391
31-01-2023,0,169,31-05-2022,161,Area4,Project6391
28-02-2023,0,170,31-05-2022,161,Area4,Project6391
31-03-2023,176,171,31-05-2022,161,Area4,Project6391
30-04-2023,6160,172,31-05-2022,161,Area4,Project6391
31-05-2020,105952.4969,137,31-05-2020,137,Area5,Project11363
30-06-2020,626994.621,138,31-05-2020,137,Area5,Project11363
31-07-2020,646204.272,139,31-05-2020,137,Area5,Project11363
31-08-2020,383965.495,140,31-05-2020,137,Area5,Project11363
30-09-2020,168846.4815,141,31-05-2020,137,Area5,Project11363
31-10-2020,70824.20098,142,31-05-2020,137,Area5,Project11363
30-11-2020,12156.03355,143,31-05-2020,137,Area5,Project11363
31-12-2020,6816.133705,144,31-05-2020,137,Area5,Project11363
31-01-2021,-269.9677509,145,31-05-2020,137,Area5,Project11363
28-02-2021,2365.312207,146,31-05-2020,137,Area5,Project11363
31-03-2021,6663.889968,147,31-05-2020,137,Area5,Project11363
30-04-2021,-1876.917158,148,31-05-2020,137,Area5,Project11363
31-07-2020,1836,139,31-07-2020,139,Area1,Project3553
31-08-2020,768.0122457,140,31-07-2020,139,Area1,Project3553
30-09-2020,432,141,31-07-2020,139,Area1,Project3553
31-10-2020,199.6229288,142,31-07-2020,139,Area1,Project3553
30-11-2020,0,143,31-07-2020,139,Area1,Project3553
31-12-2020,738.8315725,144,31-07-2020,139,Area1,Project3553
31-05-2020,0,137,31-05-2020,137,Area7,Project1061
30-06-2020,105164.2694,138,31-05-2020,137,Area7,Project1061
31-07-2020,51071.41157,139,31-05-2020,137,Area7,Project1061
31-08-2020,60258.27566,140,31-05-2020,137,Area7,Project1061
30-09-2020,2110.42,141,31-05-2020,137,Area7,Project1061
31-10-2020,952.1182936,142,31-05-2020,137,Area7,Project1061
30-11-2020,-215.2149716,143,31-05-2020,137,Area7,Project1061
31-12-2020,-0.12,144,31-05-2020,137,Area7,Project1061
31-10-2020,41871.23521,142,31-10-2020,142,Area7,Project2069
30-11-2020,44718.35252,143,31-10-2020,142,Area7,Project2069
31-12-2020,24053.10101,144,31-10-2020,142,Area7,Project2069
31-10-2020,0.2,142,31-10-2020,142,Area3,Project371
31-12-2020,0.41,144,31-10-2020,142,Area3,Project371
31-01-2021,791.174523,145,31-10-2020,142,Area3,Project371
31-07-2020,0,139,31-07-2020,139,Area1,Project13633
31-08-2020,0,140,31-07-2020,139,Area1,Project13633
30-09-2020,126290,141,31-07-2020,139,Area1,Project13633
31-10-2020,329667.828,142,31-07-2020,139,Area1,Project13633
30-11-2020,502894.6755,143,31-07-2020,139,Area1,Project13633
31-12-2020,428403.6524,144,31-07-2020,139,Area1,Project13633
31-01-2021,476630.3359,145,31-07-2020,139,Area1,Project13633
28-02-2021,489026.7854,146,31-07-2020,139,Area1,Project13633
31-03-2021,569289.0939,147,31-07-2020,139,Area1,Project13633
30-04-2021,575563.7404,148,31-07-2020,139,Area1,Project13633
31-05-2021,579882.1943,149,31-07-2020,139,Area1,Project13633
30-06-2021,729899.9127,150,31-07-2020,139,Area1,Project13633
31-10-2020,0,142,31-10-2020,142,Area1,Project5403
30-11-2020,0.5,143,31-10-2020,142,Area1,Project5403
31-12-2020,5162,144,31-10-2020,142,Area1,Project5403
31-01-2021,6826.569987,145,31-10-2020,142,Area1,Project5403
28-02-2021,5454.607917,146,31-10-2020,142,Area1,Project5403
31-03-2021,4662.853376,147,31-10-2020,142,Area1,Project5403
30-04-2021,9811.258428,148,31-10-2020,142,Area1,Project5403
31-05-2021,7518.56561,149,31-10-2020,142,Area1,Project5403
30-06-2021,5344.929844,150,31-10-2020,142,Area1,Project5403
31-07-2021,10342.29412,151,31-10-2020,142,Area1,Project5403
31-08-2021,8270.077719,152,31-10-2020,142,Area1,Project5403
30-09-2021,8411.558401,153,31-10-2020,142,Area1,Project5403
29-02-2024,14777.91,182,29-02-2024,182,Area3,Project13673
31-03-2024,154130.472,183,29-02-2024,182,Area3,Project13673
30-04-2024,67468.64758,184,29-02-2024,182,Area3,Project13673
31-05-2024,36947.19688,185,29-02-2024,182,Area3,Project13673
31-08-2020,2019,140,31-08-2020,140,Area2,Project3535
30-09-2020,24,141,31-08-2020,140,Area2,Project3535
31-12-2020,9273,144,31-12-2020,144,Area2,Project8065
30-06-2020,0,138,30-06-2020,138,Area5,Project5125
31-07-2020,552016.2434,139,30-06-2020,138,Area5,Project5125
31-08-2020,419814.9847,140,30-06-2020,138,Area5,Project5125
30-09-2020,459228.8831,141,30-06-2020,138,Area5,Project5125
31-10-2020,433190.7139,142,30-06-2020,138,Area5,Project5125
30-11-2020,400067.3759,143,30-06-2020,138,Area5,Project5125
31-12-2020,400184.4378,144,30-06-2020,138,Area5,Project5125
31-01-2021,566825.2856,145,30-06-2020,138,Area5,Project5125
28-02-2021,354186.508,146,30-06-2020,138,Area5,Project5125
31-03-2021,170993.0797,147,30-06-2020,138,Area5,Project5125
30-04-2021,91475.3735,148,30-06-2020,138,Area5,Project5125
31-05-2021,19803.93741,149,30-06-2020,138,Area5,Project5125
31-07-2020,0,139,31-07-2020,139,Area5,Project5126
31-08-2020,187551.0422,140,31-07-2020,139,Area5,Project5126
30-09-2020,156283.1119,141,31-07-2020,139,Area5,Project5126
31-10-2020,44927.81445,142,31-07-2020,139,Area5,Project5126
30-11-2020,-1464.570448,143,31-07-2020,139,Area5,Project5126
31-12-2020,8540.439304,144,31-07-2020,139,Area5,Project5126
31-03-2021,3214.354858,147,31-07-2020,139,Area5,Project5126
30-04-2021,-1751.433016,148,31-07-2020,139,Area5,Project5126
31-05-2021,1080.067331,149,31-07-2020,139,Area5,Project5126
30-06-2021,97.10781058,150,31-07-2020,139,Area5,Project5126
30-09-2020,16234,141,30-09-2020,141,Area5,Project5127
31-10-2020,52067.32022,142,30-09-2020,141,Area5,Project5127
30-11-2020,65386.83561,143,30-09-2020,141,Area5,Project5127
31-12-2020,60991.15255,144,30-09-2020,141,Area5,Project5127
31-01-2021,44383.22721,145,30-09-2020,141,Area5,Project5127
28-02-2021,39890.15515,146,30-09-2020,141,Area5,Project5127
31-03-2021,78460.51587,147,30-09-2020,141,Area5,Project5127
30-04-2021,52762.18954,148,30-09-2020,141,Area5,Project5127
31-05-2021,48496.33285,149,30-09-2020,141,Area5,Project5127
30-06-2021,56827.33738,150,30-09-2020,141,Area5,Project5127
31-07-2021,47645.04485,151,30-09-2020,141,Area5,Project5127
31-08-2021,52548.85685,152,30-09-2020,141,Area5,Project5127
30-09-2020,0,141,30-09-2020,141,Area5,Project5130
31-10-2020,15687.19294,142,30-09-2020,141,Area5,Project5130
30-11-2020,16977.74461,143,30-09-2020,141,Area5,Project5130
31-12-2020,23049.79634,144,30-09-2020,141,Area5,Project5130
31-01-2021,3084.063856,145,30-09-2020,141,Area5,Project5130
28-02-2021,-10231.22933,146,30-09-2020,141,Area5,Project5130
30-04-2021,1427.25,148,30-04-2021,148,Area5,Project1966
30-09-2021,3913.448435,153,30-04-2021,148,Area5,Project1966
28-02-2022,0,158,30-04-2021,148,Area5,Project1966
31-08-2022,-11276.26656,164,31-08-2022,164,Area5,Project5124
30-09-2022,0,165,31-08-2022,164,Area5,Project5124
31-10-2022,0,166,31-08-2022,164,Area5,Project5124
30-11-2022,0,167,31-08-2022,164,Area5,Project5124
31-12-2022,0,168,31-08-2022,164,Area5,Project5124
31-01-2023,0,169,31-08-2022,164,Area5,Project5124
28-02-2023,2.91E-13,170,31-08-2022,164,Area5,Project5124
31-03-2023,0,171,31-08-2022,164,Area5,Project5124
30-04-2023,0,172,31-08-2022,164,Area5,Project5124
31-05-2023,0,173,31-08-2022,164,Area5,Project5124
30-06-2023,0,174,31-08-2022,164,Area5,Project5124
31-07-2023,0,175,31-08-2022,164,Area5,Project5124
30-09-2020,0,141,30-09-2020,141,Area1,Project12677
31-10-2020,0,142,30-09-2020,141,Area1,Project12677
30-11-2020,0,143,30-09-2020,141,Area1,Project12677
31-12-2020,0,144,30-09-2020,141,Area1,Project12677
31-01-2021,0,145,30-09-2020,141,Area1,Project12677
28-02-2021,0,146,30-09-2020,141,Area1,Project12677
31-03-2021,0,147,30-09-2020,141,Area1,Project12677
30-04-2021,0,148,30-09-2020,141,Area1,Project12677
31-05-2021,0,149,30-09-2020,141,Area1,Project12677
30-06-2021,0,150,30-09-2020,141,Area1,Project12677
31-07-2021,0,151,30-09-2020,141,Area1,Project12677
31-08-2021,0,152,30-09-2020,141,Area1,Project12677
31-08-2020,0,140,31-08-2020,140,Area1,Project12955
30-09-2020,0,141,31-08-2020,140,Area1,Project12955
31-10-2020,0,142,31-08-2020,140,Area1,Project12955
30-11-2020,0,143,31-08-2020,140,Area1,Project12955
31-12-2020,0,144,31-08-2020,140,Area1,Project12955
31-01-2021,0,145,31-08-2020,140,Area1,Project12955
28-02-2021,0,146,31-08-2020,140,Area1,Project12955
31-03-2021,0,147,31-08-2020,140,Area1,Project12955
30-04-2021,0,148,31-08-2020,140,Area1,Project12955
31-05-2021,0,149,31-08-2020,140,Area1,Project12955
30-06-2021,0,150,31-08-2020,140,Area1,Project12955
31-07-2021,0,151,31-08-2020,140,Area1,Project12955
31-07-2020,11374,139,31-07-2020,139,Area3,Project12620
31-08-2020,1491.402195,140,31-07-2020,139,Area3,Project12620
30-09-2020,2521,141,31-07-2020,139,Area3,Project12620
31-10-2020,-0.09,142,31-07-2020,139,Area3,Project12620
30-11-2020,-8579.696268,143,31-07-2020,139,Area3,Project12620
31-12-2020,1510.230413,144,31-07-2020,139,Area3,Project12620
31-01-2021,1465.785971,145,31-07-2020,139,Area3,Project12620
28-02-2021,851.0945145,146,31-07-2020,139,Area3,Project12620
31-03-2021,918.8825936,147,31-07-2020,139,Area3,Project12620
30-04-2021,997.7829423,148,31-07-2020,139,Area3,Project12620
31-05-2021,1474.404059,149,31-07-2020,139,Area3,Project12620
30-06-2021,1163.775803,150,31-07-2020,139,Area3,Project12620
31-07-2020,0,139,31-07-2020,139,Area3,Project12563
31-08-2020,9491.14,140,31-07-2020,139,Area3,Project12563
30-09-2020,4932.706624,141,31-07-2020,139,Area3,Project12563
31-10-2020,5814.797889,142,31-07-2020,139,Area3,Project12563
30-11-2020,4380.923997,143,31-07-2020,139,Area3,Project12563
31-12-2020,3234.661271,144,31-07-2020,139,Area3,Project12563
31-01-2021,3259.53112,145,31-07-2020,139,Area3,Project12563
28-02-2021,5030.238537,146,31-07-2020,139,Area3,Project12563
31-03-2021,17264.29065,147,31-07-2020,139,Area3,Project12563
30-04-2021,416.8883238,148,31-07-2020,139,Area3,Project12563
31-05-2021,5635.923006,149,31-07-2020,139,Area3,Project12563
30-06-2021,8732.467012,150,31-07-2020,139,Area3,Project12563
30-06-2022,0,162,30-06-2022,162,Area3,Project12597
31-07-2022,0,163,30-06-2022,162,Area3,Project12597
31-08-2022,22.25,164,30-06-2022,162,Area3,Project12597
30-09-2022,6848.928044,165,30-06-2022,162,Area3,Project12597
31-10-2022,5471.986239,166,30-06-2022,162,Area3,Project12597
30-11-2022,8078.410891,167,30-06-2022,162,Area3,Project12597
31-12-2022,11649.8129,168,30-06-2022,162,Area3,Project12597
31-01-2023,16582.70545,169,30-06-2022,162,Area3,Project12597
28-02-2023,9391.638014,170,30-06-2022,162,Area3,Project12597
31-03-2023,15102.64362,171,30-06-2022,162,Area3,Project12597
30-04-2023,9259.084847,172,30-06-2022,162,Area3,Project12597
31-05-2023,11900.95429,173,30-06-2022,162,Area3,Project12597
31-07-2020,0,139,31-07-2020,139,Area3,Project13998
31-08-2020,4695,140,31-07-2020,139,Area3,Project13998
30-09-2020,2842,141,31-07-2020,139,Area3,Project13998
31-10-2020,1703.816097,142,31-07-2020,139,Area3,Project13998
30-11-2020,2225.428178,143,31-07-2020,139,Area3,Project13998
31-12-2020,2185.715634,144,31-07-2020,139,Area3,Project13998
31-01-2021,3269.616174,145,31-07-2020,139,Area3,Project13998
28-02-2021,1099.194987,146,31-07-2020,139,Area3,Project13998
31-03-2021,4178.193969,147,31-07-2020,139,Area3,Project13998
30-04-2021,3363.668832,148,31-07-2020,139,Area3,Project13998
31-05-2021,2905.421128,149,31-07-2020,139,Area3,Project13998
30-06-2021,3128.43604,150,31-07-2020,139,Area3,Project13998
31-08-2020,0,140,31-08-2020,140,Area2,Project3536
30-09-2020,6456,141,31-08-2020,140,Area2,Project3536
31-10-2020,57697.55654,142,31-08-2020,140,Area2,Project3536
30-11-2020,31631.98205,143,31-08-2020,140,Area2,Project3536
31-12-2020,32829.58891,144,31-08-2020,140,Area2,Project3536
31-07-2020,0,139,31-07-2020,139,Area2,Project1866
31-08-2020,0,140,31-07-2020,139,Area2,Project1866
30-06-2020,0,138,30-06-2020,138,Area2,Project13790
31-07-2020,11777.94257,139,30-06-2020,138,Area2,Project13790
31-08-2020,27995.30566,140,30-06-2020,138,Area2,Project13790
30-09-2020,26608.34497,141,30-06-2020,138,Area2,Project13790
31-10-2020,9670.910691,142,30-06-2020,138,Area2,Project13790
30-11-2020,-10073.22407,143,30-06-2020,138,Area2,Project13790
31-12-2020,1757.999525,144,30-06-2020,138,Area2,Project13790
31-01-2021,-52.93793736,145,30-06-2020,138,Area2,Project13790
28-02-2021,1373.24122,146,30-06-2020,138,Area2,Project13790
31-03-2021,-26.89081227,147,30-06-2020,138,Area2,Project13790
30-04-2021,6.934669404,148,30-06-2020,138,Area2,Project13790
31-05-2021,0,149,30-06-2020,138,Area2,Project13790
31-07-2020,0,139,31-07-2020,139,Area3,Project13755
31-08-2020,0,140,31-07-2020,139,Area3,Project13755
30-09-2020,2691.693637,141,31-07-2020,139,Area3,Project13755
31-10-2020,363.3665716,142,31-07-2020,139,Area3,Project13755
30-11-2020,2714.789387,143,31-07-2020,139,Area3,Project13755
31-12-2020,2243.781707,144,31-07-2020,139,Area3,Project13755
31-01-2021,361.4834925,145,31-07-2020,139,Area3,Project13755
28-02-2021,825.2941824,146,31-07-2020,139,Area3,Project13755
31-03-2021,2137.395771,147,31-07-2020,139,Area3,Project13755
30-04-2021,704.5061915,148,31-07-2020,139,Area3,Project13755
31-05-2021,1104.390438,149,31-07-2020,139,Area3,Project13755
30-06-2021,745.2554206,150,31-07-2020,139,Area3,Project13755
30-06-2020,16882,138,30-06-2020,138,Area5,Project2994
31-07-2020,22779.18309,139,30-06-2020,138,Area5,Project2994
31-08-2020,7669.748869,140,30-06-2020,138,Area5,Project2994
31-10-2020,1309.682562,142,30-06-2020,138,Area5,Project2994
30-11-2020,2291.379853,143,30-06-2020,138,Area5,Project2994
31-12-2020,3596.917316,144,30-06-2020,138,Area5,Project2994
31-07-2020,685.0001227,139,31-07-2020,139,Area2,Project2974
31-08-2020,822.0033281,140,31-07-2020,139,Area2,Project2974
30-09-2020,40976,141,31-07-2020,139,Area2,Project2974
31-10-2020,1285.534408,142,31-07-2020,139,Area2,Project2974
30-11-2020,-3.548237456,143,31-07-2020,139,Area2,Project2974
31-12-2020,-20.12049592,144,31-07-2020,139,Area2,Project2974
31-07-2020,0,139,31-07-2020,139,Area5,Project4918
31-08-2020,33966,140,31-07-2020,139,Area5,Project4918
30-09-2020,45926,141,31-07-2020,139,Area5,Project4918
31-10-2020,28062,142,31-07-2020,139,Area5,Project4918
30-11-2020,42437,143,31-07-2020,139,Area5,Project4918
31-12-2020,113263,144,31-07-2020,139,Area5,Project4918
